iata,airport_name,lat,long,currency_code,to_euro
SGD,Sonderborg,54.964367,9.791731,DKK,0.134
SKS,Skrydstrup,55.225553000000005,9.263931,DKK,0.134
TED,Thisted,57.0688,8.705225,DKK,0.134
STA,Stauning,55.990122,8.353906,DKK,0.134
AAL,Aalborg,57.092789,9.849164,DKK,0.134
CNL,Sindal Airport,57.503525,10.229372,DKK,0.134
ZGH,Central,55.672778,12.564444,DKK,0.134
ROD,Rodby Port,54.65,11.35,DKK,0.134
JIB,Ambouli International Airport,11.5472,43.1594,DJF,0.005339
OBC,Obock,11.968333,43.278611,DJF,0.005339
TDJ,Tadjoura,11.783,42.917,DJF,0.005339
DCF,Canefield,15.336719,-61.392210999999996,XCD,0.353
DOM,Melville Hall,15.547028,-61.3,XCD,0.353
EPS,Arroyo Barril Intl,19.198586,-69.429772,DOP,0.02141
BRX,Maria Montez Intl,18.251464000000002,-71.1204,DOP,0.02141
LRM,Casa De Campo Intl,18.450711,-68.911833,DOP,0.02141
PUJ,Punta Cana Intl,18.567367,-68.363431,DOP,0.02141
POP,Gregorio Luperon Intl,19.7579,-70.570033,DOP,0.02141
SDQ,Las Americas Intl,18.429664000000002,-69.668925,DOP,0.02141
STI,Cibao Intl,19.406092,-70.60468900000001,DOP,0.02141
JBQ,Dr Joaquin Balaguer International Airport,18.5725,-69.9856,DOP,0.02141
AZS,Samaná El Catey International Airport,19.267,-69.742,DOP,0.02141
COZ,Constanza Airport,18.907626,-70.719852,DOP,0.02141
HEX,Herrera International Airport,18.475,-69.975,DOP,0.02141
ATF,Chachoan,-1.212067,-78.574636,USD,0.9488
OCC,Francisco De Orellana,-0.46288599999999996,-76.98684200000001,USD,0.9488
CUE,Mariscal Lamar,-2.889467,-78.984397,USD,0.9488
GPS,Seymour,-0.453758,-90.265914,USD,0.9488
GYE,Jose Joaquin De Olmedo Intl,-2.157419,-79.883558,USD,0.9488
XMS,Coronel E Carvajal,-2.2991669999999997,-78.12075,USD,0.9488
MCH,General Manuel Serrano,-3.268903,-79.961572,USD,0.9488
MEC,Eloy Alfaro Intl,-0.9460780000000001,-80.67880799999999,USD,0.9488
PVO,Reales Tamarindos,-1.041647,-80.472206,USD,0.9488
UIO,Mariscal Sucre Intl,-0.141144,-78.488214,USD,0.9488
SNC,General Ulpiano Paez,-2.2049939999999997,-80.988878,USD,0.9488
TPC,Tarapoa,-0.122956,-76.33775,USD,0.9488
TUA,Teniente Coronel Luis A Mantilla,0.8095060000000001,-77.708056,USD,0.9488
ESM,General Rivadeneira Airport,0.978519,-79.6266,USD,0.9488
LOH,Camilo Ponce Enriquez Airport,-3.99589,-79.3719,USD,0.9488
SCY,San Cristóbal Airport,-0.910206,-89.61745,USD,0.9488
LGQ,Nueva Loja Airport,0.093056,-76.8675,USD,0.9488
LTX,Cotopaxi International Airport,-0.5425,-78.3657,USD,0.9488
TPN,Tiputini,-0.766667,-75.53333,USD,0.9488
PTZ,Shell Mera,-2.0,-77.0,USD,0.9488
ALY,Alexandria Intl,31.183903000000004,29.948889,EGP,0.1249
ABS,Abu Simbel,22.375953,31.611721999999997,EGP,0.1249
CAI,Cairo Intl,30.121944,31.405556,EGP,0.1249
HRG,Hurghada Intl,27.178317,33.799436,EGP,0.1249
EGR,El Gora,31.068975,34.129194,EGP,0.1249
LXR,Luxor Intl,25.671028,32.706583,EGP,0.1249
MUH,Mersa Matruh,31.325356,27.221689,EGP,0.1249
PSD,Port Said,31.279444,32.24,EGP,0.1249
SKV,St Catherine Intl,28.685278000000004,34.0625,EGP,0.1249
ASW,Aswan Intl,23.964356,32.819975,EGP,0.1249
ELT,El Tor,28.209028000000004,33.645517,EGP,0.1249
HBE,Borg El Arab Intl,30.917669,29.696408,EGP,0.1249
SSH,Sharm El Sheikh Intl,27.977221999999998,34.394721999999994,EGP,0.1249
RMF,Marsa Alam Intl,25.557111,34.583711,EGP,0.1249
TCP,Taba Intl,29.587778000000004,34.778056,EGP,0.1249
ATZ,Asyut International Airport,27.046508000000003,31.011983,EGP,0.1249
AAC,El Arish International Airport,31.073333,33.835833,EGP,0.1249
GSQ,Sharq Al-Owainat Airport,22.5806,28.7207,EGP,0.1249
DBB,Alalamain Intl.,30.15,28.0833,EGP,0.1249
HMB,Sohag International,26.341189,31.742983000000002,EGP,0.1249
SAL,El Salvador Intl,13.440947,-89.055728,USD,0.9488
BSG,Bata,1.9054689999999999,9.805681,XAF,0.001524
SSG,Malabo,3.755267,8.708717,XAF,0.001524
KDL,Kardla,58.990756000000005,22.830733,EUR,1.0
URE,Kuressaare,58.229882999999994,22.509494,EUR,1.0
EPU,Parnu,58.41904399999999,24.472819,EUR,1.0
TLL,Tallinn,59.413317000000006,24.832844,EUR,1.0
TAY,Tartu,58.307460999999996,26.690428000000004,EUR,1.0
ADD,Bole Intl,8.977889,38.799319,ETB,0.04695
AMH,Arba Minch,6.039389,37.590453000000004,ETB,0.04695
AXU,Axum,14.14675,38.772833,ETB,0.04695
BJR,Bahir Dar,11.608075,37.321644,ETB,0.04695
DIR,Dire Dawa Intl,9.6247,41.854203000000005,ETB,0.04695
GMB,Gambella,8.128764,34.563131,ETB,0.04695
GDQ,Gondar,12.5199,37.434047,ETB,0.04695
JIM,Jimma,7.666094,36.816639,ETB,0.04695
LLI,Lalibella,11.975014,38.979969,ETB,0.04695
MQX,Makale,13.467367000000001,39.533464,ETB,0.04695
ASO,Asosa,10.01855,34.586253,ETB,0.04695
TIE,Tippi Airport,7.117000000000001,35.383,ETB,0.04695
MTF,Mizan Teferi Airport,6.9670000000000005,35.533,ETB,0.04695
ABK,Kabri Dehar Airport,6.734,44.253,ETB,0.04695
GOR,Gore Airport,8.167,35.55,ETB,0.04695
GDE,Gode Airport,5.935128,43.578567,ETB,0.04695
DEM,Dembidollo Airport,8.554,34.858000000000004,ETB,0.04695
DSE,Combolcha Airport,11.0825,39.7114,ETB,0.04695
BEI,Beica Airport,9.386389999999999,34.5219,ETB,0.04695
BCO,Baco Airport,5.78287,36.562,ETB,0.04695
SHC,Shire Inda Selassie Airport,14.0781,38.2725,ETB,0.04695
HIL,Shilavo Airport,6.08333,44.7667,ETB,0.04695
AWA,Awasa Airport,7.067,38.5,ETB,0.04695
JIJ,Jijiga Airport,9.359722,42.7875,ETB,0.04695
MKS,Mekane Salam Airport,10.633333,38.783333,ETB,0.04695
DBM,Debre Marqos,10.316667,37.733333,ETB,0.04695
DBT,Debre Tabor Airport,11.966667,38.0,ETB,0.04695
QHR,Harar Meda Airport,8.7163,39.0059,ETB,0.04695
GOB,Robe Airport,6.733333,44.266667,ETB,0.04695
HUE,Humera Airport,14.3,36.616667,ETB,0.04695
FAE,Vagar,62.063628,-7.2772190000000005,DKK,0.134
NAN,Nadi Intl,-17.755392,177.443378,FJD,0.4613
SUV,Nausori Intl,-18.043267,178.559228,FJD,0.4613
LEV,Levuka Airfield,-17.683329999999998,178.83333000000002,FJD,0.4613
VBV,Vanua Balavu Airport,-17.269000000000002,-178.976,FJD,0.4613
SVU,Savusavu Airport,-16.8028,179.34099999999998,FJD,0.4613
RTA,Rotuma Airport,-12.4825,177.071,FJD,0.4613
KXF,Koro Island Airport,-17.3458,179.422,FJD,0.4613
TVU,Matei Airport,-16.6906,-179.877,FJD,0.4613
LBS,Labasa Airport,-16.466749,179.33986000000002,FJD,0.4613
LKB,Lakeba Island Airport,-18.1992,-178.817,FJD,0.4613
NGI,Ngau Airport,-18.1156,179.34,FJD,0.4613
MFJ,Moala Airport,-18.5667,179.951,FJD,0.4613
MNF,Mana Island Airport,-17.6731,177.09799999999998,FJD,0.4613
KDV,Vunisea Airport,-19.0581,178.157,FJD,0.4613
PTF,Malolo Lailai Island Airport,-17.7779,177.197,FJD,0.4613
ICI,Cicia Airport,-17.7433,-179.342,FJD,0.4613
ENF,Enontekio,68.362586,23.424322,EUR,1.0
KEV,Halli,61.85605,24.7866,EUR,1.0
HEM,Helsinki Malmi,60.254557999999996,25.042828,EUR,1.0
HEL,Helsinki Vantaa,60.317221999999994,24.963333,EUR,1.0
HYV,Hyvinkaa,60.65444399999999,24.881110999999997,EUR,1.0
IVL,Ivalo,68.60726899999999,27.405328000000004,EUR,1.0
JOE,Joensuu,62.66290600000001,29.60755,EUR,1.0
JYV,Jyvaskyla,62.399453,25.678253,EUR,1.0
KAU,Kauhava,63.127078000000004,23.051442,EUR,1.0
KEM,Kemi Tornio,65.781889,24.5991,EUR,1.0
KAJ,Kajaani,64.285472,27.692414000000003,EUR,1.0
KOK,Kruunupyy,63.721171999999996,23.143131,EUR,1.0
KAO,Kuusamo,65.987575,29.239380999999998,EUR,1.0
KTT,Kittila,67.701022,24.84685,EUR,1.0
KUO,Kuopio,63.00715,27.797756,EUR,1.0
LPP,Lappeenranta,61.044553,28.144396999999998,EUR,1.0
MHQ,Mariehamn,60.122203000000006,19.898156,EUR,1.0
MIK,Mikkeli,61.6866,27.201794,EUR,1.0
OUL,Oulu,64.930061,25.354564,EUR,1.0
POR,Pori,61.461686,21.799982999999997,EUR,1.0
RVN,Rovaniemi,66.56482199999999,25.830410999999998,EUR,1.0
SVL,Savonlinna,61.943064,28.945135999999998,EUR,1.0
SOT,Sodankyla,67.395033,26.619133,EUR,1.0
TMP,Tampere Pirkkala,61.414147,23.604392,EUR,1.0
TKU,Turku,60.51414200000001,22.262808,EUR,1.0
QVY,Utti,60.896393999999994,26.938353000000003,EUR,1.0
VAA,Vaasa,63.05065,21.762175,EUR,1.0
VRK,Varkaus,62.171110999999996,27.868610999999998,EUR,1.0
SJY,Seinäjoki Airport,62.6921,22.8323,EUR,1.0
HEN,Hernesaari Heliport,60.1478,24.9244,EUR,1.0
CQF,Calais Dunkerque,50.962097,1.954764,EUR,1.0
LTQ,Le Touquet Paris Plage,50.517385,1.620587,EUR,1.0
AGF,La Garenne,44.174721000000005,0.5905560000000001,EUR,1.0
BOD,Merignac,44.828334999999996,-0.7155560000000001,EUR,1.0
EGC,Roumaniere,44.825278999999995,0.5186109999999999,EUR,1.0
CNG,Chateaubernard,45.658333,-0.3175,EUR,1.0
PIS,Biard,46.587745,0.306666,EUR,1.0
LIG,Bellegarde,45.862778000000006,1.1794440000000002,EUR,1.0
NIT,Souche,46.311303,-0.401503,EUR,1.0
TLS,Blagnac,43.629075,1.3638190000000001,EUR,1.0
PUF,Pau Pyrenees,43.38,-0.41861099999999996,EUR,1.0
LDE,Lourdes,43.178675,-0.006439,EUR,1.0
ANG,Brie Champniers,45.729246999999994,0.221456,EUR,1.0
BVE,La Roche,45.150833,1.4691670000000001,EUR,1.0
PGX,Bassillac,45.198055,0.8155560000000001,EUR,1.0
BIQ,Anglet,43.468419,-1.523325,EUR,1.0
XAC,La Teste De Buch,44.59639,-1.110833,EUR,1.0
LBI,Le Sequestre,43.913887,2.1130560000000003,EUR,1.0
DCM,Mazamet,43.55625,2.289183,EUR,1.0
RDZ,Marcillac,44.407869,2.482672,EUR,1.0
RYN,Medis,45.628056,-0.9725,EUR,1.0
RCO,St Agnant,45.887778999999995,-0.9830559999999999,EUR,1.0
CMR,Houssen,48.109853,7.359011,EUR,1.0
DLE,Tavaux,47.039014,5.42725,EUR,1.0
OBS,Ardeche Meridionale,44.544236,4.372192,EUR,1.0
LPY,Loudes,45.080689,3.762889,EUR,1.0
XBK,Ceyzeriat,46.20089,5.292028,EUR,1.0
XVF,Tarare,45.901947,4.634906,EUR,1.0
XMU,Montbeugny,46.534581,3.423725,EUR,1.0
ETZ,Metz Nancy Lorraine,48.982141999999996,6.2513190000000005,EUR,1.0
BIA,Poretta,42.552664,9.483731,EUR,1.0
CLY,Saint Catherine,42.530753000000004,8.793189,EUR,1.0
FSC,Sud Corse,41.500557,9.097777,EUR,1.0
AJA,Campo Dell Oro,41.923637,8.802916999999999,EUR,1.0
SOZ,Solenzara,41.924416,9.406,EUR,1.0
AUF,Branches,47.850193,3.497111,EUR,1.0
CMF,Aix Les Bains,45.63805,5.880225,EUR,1.0
CFE,Auvergne,45.786660999999995,3.1691689999999997,EUR,1.0
BOU,Bourges,47.058056,2.370278,EUR,1.0
XCD,Champforgeuil,46.826108000000005,4.817633,EUR,1.0
QNJ,Annemasse,46.191972,6.2683860000000005,EUR,1.0
LYS,Saint Exupery,45.726387,5.090833,EUR,1.0
QNX,Charnay,46.295103000000005,4.795767,EUR,1.0
RNE,Renaison,46.058334,4.001389,EUR,1.0
NCY,Meythet,45.929233,6.098764,EUR,1.0
GNB,Saint Geoirs,45.362944,5.329375,EUR,1.0
MCU,Domerat,46.352525,2.5704860000000003,EUR,1.0
VAF,Chabeuil,44.921594,4.9699,EUR,1.0
VHY,Charmeil,46.169689,3.403736,EUR,1.0
AUR,Aurillac,44.891388,2.421944,EUR,1.0
CHR,Deols,46.862194,1.7306669999999997,EUR,1.0
LYN,Bron,45.727171999999996,4.944275,EUR,1.0
QXB,Aix Les Milles,43.505554,5.3677779999999995,EUR,1.0
CEQ,Mandelieu,43.54205,6.953478,EUR,1.0
EBU,Boutheon,45.540554,4.296389,EUR,1.0
CCF,Salvaza,43.215978,2.306317,EUR,1.0
MRS,Provence,43.435555,5.213611,EUR,1.0
NCE,Cote D\\'Azur,43.658411,7.215872,EUR,1.0
PGF,Rivesaltes,42.740442,2.8706669999999996,EUR,1.0
CTT,Le Castellet,43.252506,5.785189,EUR,1.0
MPL,Mediterranee,43.576194,3.963014,EUR,1.0
BZR,Vias,43.323522,3.353903,EUR,1.0
AVN,Caumont,43.9073,4.901831,EUR,1.0
MEN,Brenoux,44.502108,3.5328190000000004,EUR,1.0
BVA,Tille,49.454444,2.112778,EUR,1.0
LEH,Octeville,49.533889,0.088056,EUR,1.0
ORE,Bricy,47.987778000000006,1.7605560000000002,EUR,1.0
XCR,Vatry,48.776072,4.184492,EUR,1.0
URO,Vallee De Seine,49.384172,1.1748,EUR,1.0
TUF,Val De Loire,47.432221999999996,0.7276060000000001,EUR,1.0
CET,Le Pontreau,47.082136,-0.877064,EUR,1.0
LVA,Entrammes,48.031361,-0.7429859999999999,EUR,1.0
LBG,Le Bourget,48.969444,2.441389,EUR,1.0
CSF,Creil,49.253547,2.519139,EUR,1.0
CDG,Charles De Gaulle,49.012778999999995,2.55,EUR,1.0
TNF,Toussus Le Noble,48.751922,2.106189,EUR,1.0
ORY,Orly,48.725278,2.359444,EUR,1.0
POX,Cormeilles En Vexin,49.096647,2.040833,EUR,1.0
QYR,Barberey,48.322136,4.016703,EUR,1.0
NVS,Fourchambault,47.002625,3.1133330000000004,EUR,1.0
LIL,Lesquin,50.561941999999995,3.089444,EUR,1.0
BES,Guipavas,48.447911,-4.418539,EUR,1.0
CER,Maupertus,49.650106,-1.470281,EUR,1.0
DNR,Pleurtuit,48.587683,-2.079958,EUR,1.0
GFR,Granville,48.883057,-1.564167,EUR,1.0
DOL,St Gatien,49.365339,0.154306,EUR,1.0
LRT,Lann Bihoue,47.760555,-3.44,EUR,1.0
EDM,Les Ajoncs,46.701944,-1.378625,EUR,1.0
CFR,Carpiquet,49.173333,-0.45,EUR,1.0
LME,Arnage,47.948611,0.201667,EUR,1.0
RNS,St Jacques,48.069508,-1.734794,EUR,1.0
LAI,Lannion,48.754378,-3.471656,EUR,1.0
UIP,Pluguffan,47.974981,-4.167786,EUR,1.0
NTE,Nantes Atlantique,47.153189000000005,-1.610725,EUR,1.0
SBK,Armor,48.537777,-2.854445,EUR,1.0
MXN,Ploujean,48.603221999999995,-3.815783,EUR,1.0
VNE,Meucon,47.723303,-2.7185610000000002,EUR,1.0
SNR,Montoir,47.312189000000004,-2.149181,EUR,1.0
MLH,Bale Mulhouse,47.589583000000005,7.529914,EUR,1.0
DIJ,Longvic,47.26889,5.09,EUR,1.0
MZM,Frescaty,49.071667,6.131667,EUR,1.0
EPL,Mirecourt,48.324961,6.069983000000001,EUR,1.0
ENC,Essey,48.692069000000004,6.2304580000000005,EUR,1.0
RHE,Champagne,49.31,4.05,EUR,1.0
SXB,Entzheim,48.538319,7.628233,EUR,1.0
TLN,Le Palyvestre,43.0973,6.1460300000000005,EUR,1.0
FNI,Garons,43.757444,4.416347,EUR,1.0
XYD,Lyon Part-Dieu Railway,46.0,5.0,EUR,1.0
LTT,La Môle Airport,43.2054,6.482,EUR,1.0
EAP,EuroAirport,47.589583000000005,7.529914,EUR,1.0
ANE,Angers-Loire Airport,47.5603,-0.312222,EUR,1.0
IDY,Île d'Yeu Airport,46.718610999999996,-2.391111,EUR,1.0
JCA,Croisette Heliport,43.536,7.0373600000000005,EUR,1.0
SBH,Saint Barthelemy,17.9023,-62.8324,EUR,1.0
CVF,Courchevel Airport,45.3967,6.63472,EUR,1.0
JPU,La Defense Heliport,48.86667,2.333333,EUR,1.0
LRH,La Rochelle-Ile de Re,46.1792,-1.19528,EUR,1.0
XDB,Lille,50.563333,3.08805,EUR,1.0
XPG,Gare du Nord,48.880931,2.355323,EUR,1.0
XGB,Gare Montparnasse,48.84,2.318611,EUR,1.0
XSH,Saint-Pierre-des-Corps,47.385626,0.7233470000000001,EUR,1.0
FRJ,Frejus Saint Raphael,43.416667,6.733333,EUR,1.0
MVV,Megeve Airport,45.8208,6.65222,EUR,1.0
MFX,Meribel Airport,45.4069,6.58056,EUR,1.0
QXG,Angers St Laud,47.464714,-0.556405,EUR,1.0
XWG,Gare de Strasbourg,48.585068,7.734547,EUR,1.0
PLY,Gare de Lyon,48.844722,2.373611,EUR,1.0
XHP,Gare de LEst,48.876944,2.359167,EUR,1.0
PAR,All Airports,48.856389,2.3522220000000003,EUR,1.0
BOR,Fontaine Airport,47.6556015,7.0108299,EUR,1.0
CAY,Rochambeau,4.819808,-52.360447,EUR,1.0
XAU,Saul Airport,3.61361,-53.2042,EUR,1.0
MPY,Maripasoula Airport,3.6575,-54.037222,EUR,1.0
LDX,Saint-Laurent-du-Maroni Airport,5.4830559999999995,-54.03444399999999,EUR,1.0
RUR,Rurutu,-22.434069,-151.360614,XPF,0.00838
TUB,Tubuai,-23.365353,-149.524072,XPF,0.00838
AAA,Anaa,-17.352606,-145.50995600000002,XPF,0.00838
TIH,Tikehau,-15.119617000000002,-148.230697,XPF,0.00838
REA,Reao,-18.465861,-136.439706,XPF,0.00838
FAV,Fakarava,-16.05415,-145.656994,XPF,0.00838
XMH,Manihi,-14.436764000000002,-146.070056,XPF,0.00838
GMR,Totegegie,-23.079860999999998,-134.890333,XPF,0.00838
KKR,Kaukura,-15.663332999999998,-146.884769,XPF,0.00838
MKP,Makemo,-16.583919,-143.658369,XPF,0.00838
PKP,Puka Puka,-14.809458,-138.812811,XPF,0.00838
TKP,Takapoto,-14.709544000000001,-145.245814,XPF,0.00838
AXR,Arutua,-15.248289000000002,-146.61670800000002,XPF,0.00838
MVT,Mataiva,-14.868054999999998,-148.717225,XPF,0.00838
TKX,Takaroa,-14.455781,-145.024542,XPF,0.00838
NHV,Nuku Hiva,-8.795603,-140.22878899999998,XPF,0.00838
BOB,Bora Bora,-16.444378,-151.75128600000002,XPF,0.00838
RGI,Rangiroa,-14.954282999999998,-147.6608,XPF,0.00838
HUH,Huahine,-16.687242,-151.02166699999998,XPF,0.00838
MOZ,Moorea,-17.489972,-149.761869,XPF,0.00838
HOI,Hao,-18.074814,-140.945886,XPF,0.00838
MAU,Maupiti,-16.426485999999997,-152.24366899999998,XPF,0.00838
RFP,Raiatea,-16.722860999999998,-151.465856,XPF,0.00838
PPT,Faa\\'a International,-17.556667,-149.611389,XPF,0.00838
UAH,Ua Huka Airport,-8.936110000000001,-139.55200000000002,XPF,0.00838
UAP,Ua Pou Airport,-9.35167,-140.078,XPF,0.00838
AUQ,Hiva Oa-Atuona Airport,-9.768794,-139.011256,XPF,0.00838
AHE,Ahe Airport,-14.4281,-146.257,XPF,0.00838
APK,Apataki Airport,-15.5736,-146.415,XPF,0.00838
RMT,Rimatara,-22.637253,-152.805192,XPF,0.00838
NIU,Niau,-16.119037,-146.368406,XPF,0.00838
RVV,Raivavae Airport,-23.87,-147.67,XPF,0.00838
ZTA,Tureia Airport,-20.7897,-138.57,XPF,0.00838
TTI,Tetiaroa Airport,-17.0132999,-149.5870056,XPF,0.00838
PUK,Pukarua Airport,-18.3166666,-137.016666,XPF,0.00838
OYE,Oyem,1.543108,11.581361,XAF,0.001524
OKN,Okondja,-0.6652140000000001,13.673132999999998,XAF,0.001524
LBQ,Lambarene,-0.704389,10.245722,XAF,0.001524
BMM,Bitam,2.075639,11.493195,XAF,0.001524
POG,Port Gentil,-0.711739,8.754383,XAF,0.001524
OMB,Omboue Hopital,-1.574733,9.262694,XAF,0.001524
MKU,Makokou,0.5792109999999999,12.890908,XAF,0.001524
LBV,Leon M Ba,0.4586,9.412283,XAF,0.001524
MVB,Mvengue,-1.6561560000000002,13.438035999999999,XAF,0.001524
GAX,Gamba,-2.7101599999999997,9.96062,XAF,0.001524
TCH,Tchibanga Airport,-2.85,11.017000000000001,XAF,0.001524
MJL,Mouilla Ville Airport,-1.8451400000000002,11.0567,XAF,0.001524
KOU,Koulamoutou Airport,-1.18461,12.4413,XAF,0.001524
MYB,Mayumba Airport,-3.416667,10.65,XAF,0.001524
BJL,Banjul Intl,13.337960999999998,-16.652206,GMD,0.022269999999999998
BUS,Batumi,41.610278,41.599694,GEL,0.4356
KUT,Kopitnari,42.176653,42.482583,GEL,0.4356
TBS,Tbilisi,41.669167,44.954722,GEL,0.4356
SUI,Sukhumi Dranda,42.87,41.12,GEL,0.4356
BBJ,Bautzen,51.193531,14.519747,EUR,1.0
AOC,Altenburg Nobitz,50.981817,12.506361,EUR,1.0
BBH,Barth,54.337540000000004,12.699705,EUR,1.0
SXF,Schonefeld,52.380001,13.5225,EUR,1.0
DRS,Dresden,51.132767,13.767160999999998,EUR,1.0
ERF,Erfurt,50.979811,10.958105999999999,EUR,1.0
FRA,Frankfurt Main,50.026421,8.543125,EUR,1.0
FMO,Munster Osnabruck,52.134642,7.684831,EUR,1.0
HAM,Hamburg,53.630389,9.988228,EUR,1.0
THF,Tempelhof,52.473025,13.403944000000001,EUR,1.0
CGN,Koln Bonn,50.865916999999996,7.142744,EUR,1.0
DUS,Dusseldorf,51.289453,6.766775,EUR,1.0
MUC,Franz Josef Strauss,48.353783,11.786086,EUR,1.0
NUE,Nurnberg,49.4987,11.066897,EUR,1.0
LEJ,Leipzig Halle,51.432446999999996,12.241633,EUR,1.0
SCN,Saarbrucken,49.214553,7.109508,EUR,1.0
STR,Stuttgart,48.689878,9.221964,EUR,1.0
TXL,Tegel,52.559686,13.287710999999998,EUR,1.0
HAJ,Hannover,52.461056000000006,9.685078,EUR,1.0
BRE,Neuenland,53.0475,8.786667,EUR,1.0
HHN,Frankfurt Hahn,49.948671999999995,7.263892,EUR,1.0
MHG,Mannheim City,49.472706,8.514264,EUR,1.0
XFW,Hamburg Finkenwerder,53.535886,9.837025,EUR,1.0
KEL,Kiel Holtenau,54.3795,10.145167,EUR,1.0
LBC,Lubeck Blankensee,53.805367000000004,10.719222,EUR,1.0
ZCA,Arnsberg Menden,51.483333,7.899333,EUR,1.0
ESS,Essen Mulheim,51.402333,6.937333,EUR,1.0
MGL,Monchengladbach,51.230356,6.504494,EUR,1.0
PAD,Paderborn Lippstadt,51.614089,8.616317,EUR,1.0
DTM,Dortmund,51.518314000000004,7.612242,EUR,1.0
AGB,Augsburg,48.425158,10.931764,EUR,1.0
OBF,Oberpfaffenhofen,48.081364,11.283066999999999,EUR,1.0
FDH,Friedrichshafen,47.671316999999995,9.511486,EUR,1.0
SZW,Schwerin Parchim,53.426997,11.783436,EUR,1.0
ZSN,Stendal Borstel,52.627778,11.818333,EUR,1.0
BYU,Bayreuth,49.984428,11.638569,EUR,1.0
HOQ,Hof Plauen,50.288835999999996,11.854919,EUR,1.0
ZNV,Koblenz Winningen,50.3255,7.5286669999999996,EUR,1.0
ZQF,Trier Fohren,49.8635,6.788167,EUR,1.0
ZQC,Speyer,49.302776,8.451195,EUR,1.0
ZQL,Donaueschingen Villingen,47.973331,8.522223,EUR,1.0
BWE,Braunschweig Wolfsburg,52.319167,10.556111,EUR,1.0
KSF,Kassel Calden,51.408394,9.377631,EUR,1.0
BRV,Bremerhaven,53.50708100000001,8.572878,EUR,1.0
EME,Emden,53.391186,7.2274080000000005,EUR,1.0
WVN,Wilhelmshaven Mariensiel,53.504833,8.053333,EUR,1.0
BMK,Borkum,53.5955,6.709167,EUR,1.0
NRD,Norderney,53.706821999999995,7.230247,EUR,1.0
FLF,Flensburg Schaferhaus,54.771772,9.378214,EUR,1.0
GWT,Westerland Sylt,54.91325,8.340472,EUR,1.0
SPM,Spangdahlem Ab,49.972667,6.6925,EUR,1.0
RMS,Ramstein Ab,49.436911,7.600283,EUR,1.0
GHF,Giebelstadt Aaf,49.648131,9.966494,EUR,1.0
ZCN,Celle,52.5912,10.022133,EUR,1.0
ZNF,Hanau Aaf,50.169189,8.961586,EUR,1.0
GKE,Geilenkirchen,50.960817,6.042422,EUR,1.0
RLG,Laage,53.918167000000004,12.278333,EUR,1.0
FEL,Furstenfeldbruck,48.205667,11.267000000000001,EUR,1.0
GUT,Gutersloh,51.922833000000004,8.306333,EUR,1.0
QDU,Dusseldorf Hauptbahnhof,51.220278,6.792778,EUR,1.0
FMM,Allgau,47.988758000000004,10.2395,EUR,1.0
QKL,Cologne Railway,50.9425,6.958056,EUR,1.0
ZWS,Stuttgart Railway Station,48.783611,9.181667,EUR,1.0
AAH,Flugplatz Merzbrueck,50.823194,6.186389,EUR,1.0
FKB,Baden Airpark,48.7793,8.08048,EUR,1.0
NRN,Niederrhein,51.602222,6.1419440000000005,EUR,1.0
ZQW,Zweibruecken,49.209445,7.401323,EUR,1.0
NOE,Sonderlandeplatz Norden-Norddeich,53.632220999999994,7.191389,EUR,1.0
JUI,Verkehrslandeplatz Juist,53.681571999999996,7.055731,EUR,1.0
QEF,Egelsbach,49.9608,8.64361,EUR,1.0
HGL,Helgoland-Düne Airport,54.1853,7.915830000000001,EUR,1.0
HEI,Heide-Büsum Airport,54.1533,8.90167,EUR,1.0
HDF,Heringsdorf Airport,53.87870600000001,14.152347,EUR,1.0
GTI,Guettin MecklenburgVorpommern Germany,54.38333299999999,13.325277999999999,EUR,1.0
AGE,Wangerooge Airport,53.7828,7.913889999999999,EUR,1.0
LGO,Langeoog Airport,53.7425,7.4977800000000006,EUR,1.0
NDZ,Cuxhaven Airport,53.768612,8.644722,EUR,1.0
FUS,Fussen,47.585,10.6866,EUR,1.0
EBO,Bochum Railway,51.478506,7.2227809999999995,EUR,1.0
KFB,Fliegerhost ,47.873999999999995,10.6294,EUR,1.0
ZMU,Munich Railway,48.1408,11.555,EUR,1.0
ZAQ,Nuernberg Railway,49.446389,11.081944,EUR,1.0
ZAU,Augsburg Railway,48.3655,10.8863,EUR,1.0
ZMA,Mannheim Railway,49.479633,8.469858,EUR,1.0
ZES,Essen Railway,51.451389,7.013889,EUR,1.0
QFZ,Mainz Finthen,0.0,0.0,EUR,1.0
QMZ,Mainz,50.00829,8.27356,EUR,1.0
GWW,Berlin Gatow,52.475,13.139000000000001,EUR,1.0
ZPQ,Rheine Bentlage,52.276559999999996,7.43843,EUR,1.0
QPP,Berlin Hauptbahnhof,52.524930000000005,13.369629999999999,EUR,1.0
KFX,Kaufbeuren BF,47.885,10.6294,EUR,1.0
MUQ,Munich HBF,48.1408,11.555,EUR,1.0
NUR,Nurnberg HBF,49.446000000000005,11.081944,EUR,1.0
EBE,Ebenhofen BF,47.824,10.623,EUR,1.0
AUB,Augsburg HBF,48.3655,10.886,EUR,1.0
BIE,Biessenhofen BF,47.851000000000006,10.634,EUR,1.0
BUH,Buchloe BF,48.0411,10.715,EUR,1.0
FUX,Fussen BF,47.585,10.6866,EUR,1.0
